Fecha;País;Marca;Cliente;Ingresos;Gastos
19/09/2020;Argentina;NexTec;Pequeñas y medianas empresas;3206971,85;$2699471,25
20/09/2020;Chile;NexTec;Sector público;214462,84;$110547,855
20/09/2020;Uruguay;NexTec;Sector público;989759,23;$835511,04
22/09/2020;Argentina;NexTec;Grandes clientes;26228,63;$20072,934
23/09/2020;Argentina;OmegaTech;Consumidores finales;210755,77;$194832
23/09/2020;Perú;NeuroNet;Sector público;13095,56;$7440,66
25/09/2020;Chile;Cybernova;Grandes clientes;27964,39;$21185,145
28/09/2020;Argentina;NeuroNet;Instituciones educativas;25467,75;$17325
28/09/2020;Chile;NeuroNet;Sector público;177404,77;$92398,32
29/09/2020;Perú;NexTec;Consumidores finales;136338,38;$119403,72
29/09/2020;México;Cybernova;Grandes clientes;5675,18;$4892,4
1/10/2020;Argentina;NexTec;Sector público;2130,66;$1710
2/10/2020;Chile;Innovatech;Sector público;7254,63;$3739,5
2/10/2020;Chile;NeuroNet;Sector público;900742,50;$778050
2/10/2020;Uruguay;OmegaTech;Pequeñas y medianas empresas;1268696,52;$1161810
3/10/2020;Uruguay;Cybernova;Consumidores finales;223848,56;$219108,24
4/10/2020;Uruguay;Cybernova;Consumidores finales;173137,50;$160056
4/10/2020;Argentina;Cybernova;Sector público;49995,57;$41524,56
4/10/2020;Chile;NeuroNet;Grandes clientes;87593,43;$72192,384
5/10/2020;Chile;NeuroNet;Instituciones educativas;36090,36;$25596
5/10/2020;Uruguay;OmegaTech;Sector público;25695,90;$13815
7/10/2020;Argentina;Cybernova;Instituciones educativas;8302,50;$5535
8/10/2020;Perú;NexTec;Sector público;1758864,24;$1361025,9
8/10/2020;Argentina;Innovatech;Sector público;467375,83;$394538,04
8/10/2020;Uruguay;NexTec;Grandes clientes;92210,35;$74363,184
9/10/2020;Perú;Innovatech;Instituciones educativas;8830,62;$6399
12/10/2020;Chile;NexTec;Instituciones educativas;18380,93;$14085
12/10/2020;Chile;OmegaTech;Consumidores finales;129872,60;$108054
12/10/2020;Perú;Cybernova;Sector público;638637,30;$474416,28
12/10/2020;Argentina;NexTec;Sector público;12459,56;$7329,15
12/10/2020;México;Cybernova;Pequeñas y medianas empresas;157734,00;$142875
12/10/2020;Argentina;NexTec;Pequeñas y medianas empresas;200707,20;$181800
13/10/2020;Argentina;OmegaTech;Sector público;413459,42;$319938,84
13/10/2020;Chile;Innovatech;Pequeñas y medianas empresas;775287,94;$751248
13/10/2020;Uruguay;Innovatech;Grandes clientes;11166,12;$8545,5
14/10/2020;Uruguay;Cybernova;Sector público;33078,24;$17784
15/10/2020;México;NeuroNet;Instituciones educativas;53696,39;$37289,16
15/10/2020;Argentina;NeuroNet;Sector público;16229,61;$12600,63
16/10/2020;Perú;Cybernova;Consumidores finales;289533,46;$245808
16/10/2020;Perú;NeuroNet;Pequeñas y medianas empresas;588859,20;$570600
17/10/2020;Argentina;NexTec;Consumidores finales;259865,72;$218392,2
18/10/2020;Argentina;Cybernova;Grandes clientes;27065,23;$23603,4
19/10/2020;Argentina;Innovatech;Sector público;273319,20;$230724
19/10/2020;México;OmegaTech;Sector público;28552,08;$15350,58
21/10/2020;México;OmegaTech;Sector público;6849,47;$5149,98
21/10/2020;México;Innovatech;Sector público;29584,25;$16255,08
21/10/2020;Chile;Innovatech;Grandes clientes;27194,40;$20395,8
22/10/2020;Uruguay;NexTec;Instituciones educativas;154034,66;$120811,5
22/10/2020;Argentina;NexTec;Consumidores finales;195112,29;$163973,16
22/10/2020;Uruguay;NeuroNet;Consumidores finales;817817,15;$764521,2
23/10/2020;Uruguay;NeuroNet;Sector público;606617,42;$484548,48
23/10/2020;Perú;NeuroNet;Pequeñas y medianas empresas;92517,39;$78671,25
24/10/2020;Chile;OmegaTech;Consumidores finales;252960,14;$216972
24/10/2020;México;NexTec;Consumidores finales;222325,06;$188749,44
24/10/2020;Chile;OmegaTech;Sector público;47018,70;$26415
24/10/2020;Uruguay;OmegaTech;Pequeñas y medianas empresas;1699625,59;$1522962
24/10/2020;Perú;Innovatech;Grandes clientes;24475,65;$20172,24
25/10/2020;Uruguay;Cybernova;Consumidores finales;152308,61;$142382,88
25/10/2020;Chile;NexTec;Grandes clientes;20637,94;$17998,2
28/10/2020;Argentina;NeuroNet;Consumidores finales;366187,50;$304668
28/10/2020;México;NeuroNet;Consumidores finales;272868,75;$231660
28/10/2020;Chile;NeuroNet;Grandes clientes;64337,85;$51885,36
28/10/2020;Argentina;OmegaTech;Grandes clientes;28072,98;$24482,25
29/10/2020;Perú;OmegaTech;Instituciones educativas;11916,45;$8730
30/10/2020;Perú;Cybernova;Sector público;1517,04;$1260
31/10/2020;México;Cybernova;Consumidores finales;285062,88;$257796
31/10/2020;Perú;NexTec;Consumidores finales;54815,19;$53654,4
31/10/2020;Chile;Cybernova;Pequeñas y medianas empresas;4185548,64;$3832920
1/11/2020;Perú;Cybernova;Grandes clientes;3963,60;$2972,7
2/11/2020;Perú;NeuroNet;Pequeñas y medianas empresas;1593506,25;$1397812,5
5/11/2020;Perú;Innovatech;Sector público;8211,42;$6174
5/11/2020;Perú;NexTec;Sector público;10859,94;$5967
6/11/2020;México;OmegaTech;Sector público;18497,59;$14361,48
7/11/2020;Perú;NexTec;Sector público;1438680,60;$1068734,16
7/11/2020;Chile;Cybernova;Grandes clientes;15449,94;$11704,5
8/11/2020;Chile;NexTec;Consumidores finales;275981,54;$260928
8/11/2020;Perú;Cybernova;Sector público;10360,76;$5630,85
8/11/2020;Argentina;Innovatech;Grandes clientes;8390,52;$7403,4
9/11/2020;Perú;Innovatech;Grandes clientes;104525,80;$82520,37
10/11/2020;Argentina;Innovatech;Instituciones educativas;106099,90;$79475,58
13/11/2020;Argentina;Cybernova;Instituciones educativas;61715,56;$41559,3
13/11/2020;Argentina;NeuroNet;Instituciones educativas;141675,01;$101559,15
15/11/2020;Chile;OmegaTech;Sector público;70022,44;$40242,78
16/11/2020;Chile;Innovatech;Instituciones educativas;91517,43;$63553,77
16/11/2020;Argentina;Cybernova;Consumidores finales;234044,05;$216360,72
16/11/2020;Perú;OmegaTech;Sector público;671806,80;$499056,48
16/11/2020;Perú;Innovatech;Pequeñas y medianas empresas;171005,69;$145413
16/11/2020;Perú;Cybernova;Pequeñas y medianas empresas;382552,09;$328653
17/11/2020;Argentina;OmegaTech;Pequeñas y medianas empresas;344509,20;$308700
17/11/2020;Uruguay;Innovatech;Pequeñas y medianas empresas;474131,39;$420329,25
18/11/2020;México;NeuroNet;Sector público;13416,48;$10890
18/11/2020;Perú;OmegaTech;Sector público;24933,93;$19358,64
19/11/2020;Perú;NexTec;Sector público;530145,00;$437580
19/11/2020;Chile;Innovatech;Pequeñas y medianas empresas;410605,20;$342171
19/11/2020;México;NexTec;Pequeñas y medianas empresas;1297890,00;$1138500
20/11/2020;Uruguay;OmegaTech;Consumidores finales;989305,14;$904507,56
20/11/2020;México;Cybernova;Sector público;160091,98;$87006,51
21/11/2020;México;Cybernova;Instituciones educativas;67105,32;$46600,92
21/11/2020;Uruguay;NeuroNet;Grandes clientes;10868,07;$9477,972
22/11/2020;Perú;Innovatech;Sector público;352680,30;$261991,08
23/11/2020;Argentina;Cybernova;Sector público;114148,25;$65602,44
23/11/2020;Perú;NeuroNet;Pequeñas y medianas empresas;638043,75;$559687,5
24/11/2020;Chile;NeuroNet;Instituciones educativas;72902,53;$51703,92
25/11/2020;Chile;Cybernova;Sector público;10094,95;$7923,825
25/11/2020;Perú;NexTec;Grandes clientes;9518,15;$8205,3
26/11/2020;Argentina;NexTec;Sector público;105537,60;$81666
26/11/2020;Perú;NexTec;Sector público;32396,49;$23140,35
27/11/2020;Chile;Innovatech;Sector público;15157,30;$12303
27/11/2020;Chile;Innovatech;Pequeñas y medianas empresas;540270,00;$450225
27/11/2020;Chile;Cybernova;Pequeñas y medianas empresas;347371,20;$336600
28/11/2020;Argentina;NeuroNet;Pequeñas y medianas empresas;856005,30;$829462,5
29/11/2020;México;Cybernova;Sector público;16093,67;$12100,5
29/11/2020;Chile;OmegaTech;Sector público;52554,60;$45396
29/11/2020;Chile;Cybernova;Pequeñas y medianas empresas;384634,98;$344655
30/11/2020;Chile;Cybernova;Instituciones educativas;18520,65;$14526
1/12/2020;Argentina;NexTec;Instituciones educativas;30149,42;$23103
1/12/2020;México;NexTec;Consumidores finales;133037,31;$120312
1/12/2020;Uruguay;Cybernova;Sector público;16138,44;$9493,2
2/12/2020;Uruguay;Innovatech;Sector público;110413,80;$89154
3/12/2020;Argentina;Cybernova;Consumidores finales;487034,31;$426539,52
3/12/2020;Chile;Innovatech;Sector público;30814,20;$16218
3/12/2020;México;OmegaTech;Sector público;2986,89;$2344,5
3/12/2020;México;NeuroNet;Sector público;13920,73;$9943,38
4/12/2020;Uruguay;Innovatech;Instituciones educativas;25174,80;$18648
4/12/2020;Uruguay;Cybernova;Sector público;24946,96;$20720,07
5/12/2020;México;OmegaTech;Instituciones educativas;127044,45;$84696,3
5/12/2020;Perú;NexTec;Sector público;3904,20;$2169
5/12/2020;México;OmegaTech;Pequeñas y medianas empresas;552603,87;$541768,5
7/12/2020;Chile;NexTec;Grandes clientes;45778,98;$35034,93
9/12/2020;México;Cybernova;Instituciones educativas;62931,69;$47139,84
9/12/2020;Perú;NexTec;Sector público;59353,29;$34913,7
9/12/2020;Argentina;NexTec;Pequeñas y medianas empresas;950676,21;$833926,5
10/12/2020;México;Innovatech;Sector público;215062,09;$179506,08
11/12/2020;Perú;NexTec;Instituciones educativas;11988,00;$7992
11/12/2020;Perú;NexTec;Sector público;9565,29;$5314,05
13/12/2020;México;OmegaTech;Pequeñas y medianas empresas;412195,50;$361575
13/12/2020;Argentina;Innovatech;Pequeñas y medianas empresas;2276600,26;$1976215,5
13/12/2020;Argentina;Cybernova;Pequeñas y medianas empresas;1181990,48;$1036833,75
14/12/2020;Chile;NexTec;Sector público;880412,40;$667368
14/12/2020;Uruguay;NeuroNet;Sector público;166490,10;$134433
16/12/2020;Uruguay;Innovatech;Instituciones educativas;31062,42;$22509
16/12/2020;Perú;OmegaTech;Instituciones educativas;30112,41;$21820,59
16/12/2020;Uruguay;Cybernova;Consumidores finales;242513,22;$214650
16/12/2020;Chile;NexTec;Consumidores finales;264131,65;$244175,04
16/12/2020;Chile;Cybernova;Sector público;367479,00;$287352
16/12/2020;Chile;NexTec;Sector público;15849,88;$12173,49
16/12/2020;Chile;Cybernova;Pequeñas y medianas empresas;62461,80;$60525
17/12/2020;Uruguay;NeuroNet;Pequeñas y medianas empresas;301480,70;$270144
18/12/2020;Perú;OmegaTech;Instituciones educativas;13677,61;$9210,51
19/12/2020;México;NeuroNet;Consumidores finales;272868,75;$231660
19/12/2020;Argentina;Cybernova;Sector público;13199,76;$10476
20/12/2020;Perú;NeuroNet;Consumidores finales;269495,33;$238532,04
20/12/2020;Chile;Cybernova;Sector público;80006,81;$59528,88
20/12/2020;México;NeuroNet;Pequeñas y medianas empresas;1303377,89;$1248446,25
21/12/2020;México;Innovatech;Sector público;6882,41;$4001,4
21/12/2020;Argentina;Cybernova;Grandes clientes;134243,55;$117072,864
22/12/2020;Perú;NeuroNet;Sector público;42407,28;$24372
23/12/2020;Perú;NeuroNet;Sector público;6938,60;$5006,205
23/12/2020;Argentina;NexTec;Pequeñas y medianas empresas;2290560,12;$2219535
24/12/2020;Argentina;Cybernova;Instituciones educativas;28315,58;$20974,5
25/12/2020;Perú;Cybernova;Consumidores finales;365648,80;$341820
25/12/2020;Uruguay;Cybernova;Sector público;29220,31;$23990,4
25/12/2020;Uruguay;NeuroNet;Pequeñas y medianas empresas;644654,70;$537212,25
26/12/2020;Perú;Innovatech;Sector público;549073,35;$420498
28/12/2020;México;Cybernova;Sector público;2257,79;$1629
28/12/2020;Perú;OmegaTech;Sector público;888129,90;$673218
28/12/2020;Argentina;Innovatech;Pequeñas y medianas empresas;557442,00;$516150
29/12/2020;México;NexTec;Sector público;26479,99;$21993,345
30/12/2020;México;Cybernova;Instituciones educativas;21710,70;$16830
30/12/2020;Argentina;OmegaTech;Grandes clientes;19865,74;$15049,8
31/12/2020;Chile;OmegaTech;Instituciones educativas;26703,00;$20700
1/01/2021;Perú;Innovatech;Consumidores finales;133016,83;$130200
1/01/2021;Uruguay;NeuroNet;Pequeñas y medianas empresas;934065,00;$915750
1/01/2021;Perú;NexTec;Grandes clientes;96378,48;$72283,86
2/01/2021;Chile;OmegaTech;Sector público;26391,00;$13890
2/01/2021;Uruguay;NeuroNet;Sector público;995057,84;$859518,4
2/01/2021;Perú;Cybernova;Pequeñas y medianas empresas;1300218,48;$1094460
2/01/2021;México;Cybernova;Grandes clientes;11439,78;$9225,63
4/01/2021;Chile;Cybernova;Sector público;19158,72;$14255
4/01/2021;Argentina;Cybernova;Sector público;1879898,48;$1534611
7/01/2021;Perú;NeuroNet;Sector público;7707,35;$5795
8/01/2021;México;Cybernova;Consumidores finales;273646,15;$258720
9/01/2021;Perú;Innovatech;Consumidores finales;611019,23;$393380
9/01/2021;Perú;NeuroNet;Sector público;26945,60;$15310
9/01/2021;Argentina;NexTec;Grandes clientes;5314,00;$4688,82
10/01/2021;Perú;NeuroNet;Instituciones educativas;13320,00;$8880
10/01/2021;México;NeuroNet;Consumidores finales;692977,85;$600580,8
10/01/2021;Perú;Cybernova;Grandes clientes;112864,75;$94053,96
11/01/2021;Uruguay;Innovatech;Instituciones educativas;32558,40;$22610
11/01/2021;Chile;Cybernova;Consumidores finales;959833,77;$858690
11/01/2021;Chile;OmegaTech;Grandes clientes;40661,96;$31118,85
12/01/2021;Argentina;Cybernova;Instituciones educativas;10665,00;$7900
12/01/2021;Uruguay;NeuroNet;Consumidores finales;143927,88;$140880
12/01/2021;Uruguay;Cybernova;Consumidores finales;926939,42;$820440
12/01/2021;Argentina;Cybernova;Consumidores finales;9231,92;$5715
13/01/2021;México;OmegaTech;Sector público;1326325,77;$995222,8
15/01/2021;Chile;Cybernova;Grandes clientes;33237,60;$24928,2
16/01/2021;Uruguay;NeuroNet;Sector público;79525,91;$40164,6
16/01/2021;Perú;Innovatech;Grandes clientes;26698,80;$21078
17/01/2021;Perú;Cybernova;Consumidores finales;458539,64;$389290,8
17/01/2021;Chile;OmegaTech;Consumidores finales;14632,96;$9150
17/01/2021;México;Cybernova;Grandes clientes;30835,08;$24867
18/01/2021;México;OmegaTech;Sector público;9856,84;$7490
18/01/2021;Uruguay;NeuroNet;Pequeñas y medianas empresas;1650664,04;$1418096,25
20/01/2021;México;OmegaTech;Consumidores finales;157569,23;$136560
20/01/2021;Perú;NexTec;Sector público;986811,00;$748020
21/01/2021;Argentina;OmegaTech;Sector público;239183,00;$189020
22/01/2021;México;NexTec;Instituciones educativas;8653,50;$6410
22/01/2021;Chile;NeuroNet;Pequeñas y medianas empresas;298662,00;$273500
23/01/2021;Chile;NexTec;Grandes clientes;36208,62;$29200,5
24/01/2021;Chile;NexTec;Sector público;404176,50;$329940
24/01/2021;Argentina;Innovatech;Sector público;18035,92;$14980
25/01/2021;México;OmegaTech;Instituciones educativas;14610,00;$9740
25/01/2021;Argentina;NeuroNet;Pequeñas y medianas empresas;2494206,00;$2445300
26/01/2021;Argentina;Cybernova;Pequeñas y medianas empresas;587598,84;$504810
27/01/2021;México;OmegaTech;Instituciones educativas;18537,81;$13886
27/01/2021;Perú;Cybernova;Sector público;33404,80;$25935,4
28/01/2021;Chile;NexTec;Sector público;90850,00;$45425
28/01/2021;Uruguay;NexTec;Sector público;72984,91;$53196
28/01/2021;Perú;Cybernova;Grandes clientes;40404,36;$30609,36
29/01/2021;México;Cybernova;Consumidores finales;309220,15;$292353,6
30/01/2021;Argentina;NeuroNet;Sector público;92064,00;$71240
1/02/2021;Perú;OmegaTech;Instituciones educativas;24576,30;$17430
1/02/2021;México;OmegaTech;Sector público;46796,20;$26290
2/02/2021;Perú;NexTec;Sector público;66039,42;$37100,8
4/02/2021;Perú;NeuroNet;Consumidores finales;17333,08;$10730
5/02/2021;Perú;NeuroNet;Pequeñas y medianas empresas;1466760,96;$1273230
6/02/2021;Chile;OmegaTech;Sector público;60200,00;$52000
6/02/2021;México;NexTec;Sector público;43261,76;$23770,2
7/02/2021;Uruguay;NexTec;Sector público;2065758,45;$1763866
7/02/2021;Argentina;NexTec;Grandes clientes;79645,20;$59733,9
8/02/2021;Argentina;NexTec;Consumidores finales;1008874,73;$953845,2
8/02/2021;Chile;Cybernova;Sector público;19158,72;$14255
8/02/2021;Argentina;Innovatech;Sector público;3560,97;$2735
10/02/2021;Perú;OmegaTech;Pequeñas y medianas empresas;2108332,80;$1792800
11/02/2021;México;Cybernova;Grandes clientes;150166,84;$121102,29
13/02/2021;Perú;Cybernova;Sector público;16957,40;$13458,25
14/02/2021;México;Innovatech;Sector público;5262,68;$3999
16/02/2021;México;OmegaTech;Pequeñas y medianas empresas;323694,00;$275250
16/02/2021;México;Cybernova;Grandes clientes;7661,92;$6605,1
18/02/2021;Chile;NexTec;Instituciones educativas;22256,33;$16305
19/02/2021;Uruguay;Cybernova;Consumidores finales;277194,46;$240235,2
20/02/2021;México;Innovatech;Instituciones educativas;24427,92;$18506
20/02/2021;Argentina;Cybernova;Sector público;432356,40;$338083,2
21/02/2021;Perú;NeuroNet;Instituciones educativas;14981,25;$11750
21/02/2021;Chile;NeuroNet;Sector público;222705,00;$183820
22/02/2021;Argentina;NeuroNet;Instituciones educativas;50163,75;$36750
22/02/2021;Chile;Innovatech;Instituciones educativas;29670,00;$23000
23/02/2021;Perú;NeuroNet;Sector público;70164,32;$54475,4
25/02/2021;Perú;Cybernova;Pequeñas y medianas empresas;186923,10;$171175
27/02/2021;México;NeuroNet;Consumidores finales;260303,37;$218760
28/02/2021;Chile;OmegaTech;Consumidores finales;92055,29;$76590
28/02/2021;México;NeuroNet;Consumidores finales;254064,62;$237507,6
1/03/2021;Chile;Cybernova;Sector público;28566,72;$21255
1/03/2021;Uruguay;Cybernova;Sector público;1421637,00;$1056073,2
2/03/2021;Chile;Cybernova;Instituciones educativas;22484,70;$17430
2/03/2021;Perú;Innovatech;Sector público;46852,16;$36375,9
3/03/2021;Chile;OmegaTech;Consumidores finales;74418,75;$68040
3/03/2021;México;NeuroNet;Sector público;10396,54;$8635
4/03/2021;Argentina;Cybernova;Sector público;8031,60;$4365
4/03/2021;Perú;Cybernova;Grandes clientes;5040,96;$4248
5/03/2021;México;Innovatech;Instituciones educativas;28795,95;$21570
5/03/2021;Argentina;Innovatech;Consumidores finales;455377,93;$398815,2
5/03/2021;México;NexTec;Sector público;76603,82;$43524,9
6/03/2021;Perú;Cybernova;Consumidores finales;114349,04;$97080
7/03/2021;Perú;NeuroNet;Sector público;26588,94;$18992,1
8/03/2021;Argentina;Innovatech;Grandes clientes;11560,27;$10200,24
9/03/2021;Perú;NeuroNet;Grandes clientes;17253,60;$14220
10/03/2021;Perú;Innovatech;Pequeñas y medianas empresas;2671600,32;$2319097,5
12/03/2021;Argentina;NexTec;Pequeñas y medianas empresas;2349675,51;$2151717,5
13/03/2021;Perú;NeuroNet;Pequeñas y medianas empresas;62916,00;$53500
13/03/2021;Chile;NexTec;Grandes clientes;6601,92;$5382
14/03/2021;Chile;NexTec;Consumidores finales;208172,60;$199080
14/03/2021;Uruguay;Cybernova;Sector público;14204,40;$10680
14/03/2021;Perú;Cybernova;Sector público;7690,80;$4420
14/03/2021;Uruguay;NeuroNet;Sector público;112420,80;$56210,4
15/03/2021;Uruguay;OmegaTech;Grandes clientes;20991,60;$16065
16/03/2021;Uruguay;NeuroNet;Pequeñas y medianas empresas;431112,00;$390500
18/03/2021;Argentina;NexTec;Consumidores finales;302965,38;$286440
18/03/2021;Uruguay;Innovatech;Consumidores finales;1040288,48;$972494,4
18/03/2021;Uruguay;Cybernova;Sector público;15774,36;$12660
18/03/2021;Chile;NexTec;Pequeñas y medianas empresas;686952,00;$609000
19/03/2021;México;NeuroNet;Pequeñas y medianas empresas;86313,60;$79920
19/03/2021;Chile;OmegaTech;Pequeñas y medianas empresas;260257,50;$252187,5
19/03/2021;Argentina;NeuroNet;Grandes clientes;72850,28;$56327,535
20/03/2021;Argentina;Cybernova;Pequeñas y medianas empresas;827604,00;$711000
20/03/2021;Perú;Cybernova;Grandes clientes;87323,40;$65492,55
22/03/2021;México;Innovatech;Instituciones educativas;37050,00;$24700
23/03/2021;Argentina;NexTec;Sector público;91238,00;$69160
23/03/2021;México;OmegaTech;Sector público;47411,40;$36026,9
23/03/2021;Uruguay;NeuroNet;Grandes clientes;24782,96;$19162,08
24/03/2021;Chile;OmegaTech;Grandes clientes;110473,39;$88143,66
25/03/2021;Chile;Innovatech;Grandes clientes;25932,72;$20691
26/03/2021;Perú;Cybernova;Sector público;19144,54;$14097,6
26/03/2021;Perú;Innovatech;Sector público;2769770,01;$2121178,8
26/03/2021;Uruguay;Innovatech;Pequeñas y medianas empresas;230310,00;$213250
27/03/2021;Perú;NeuroNet;Sector público;15800,07;$11879,75
28/03/2021;Perú;OmegaTech;Grandes clientes;10575,72;$9117
29/03/2021;Argentina;Cybernova;Sector público;116328,74;$59351,4
29/03/2021;Uruguay;NeuroNet;Grandes clientes;14375,76;$12537
30/03/2021;Perú;OmegaTech;Grandes clientes;18478,80;$15930
30/03/2021;Uruguay;NexTec;Grandes clientes;14375,76;$12537
31/03/2021;Argentina;Innovatech;Sector público;303688,00;$256360
31/03/2021;Argentina;Cybernova;Sector público;14135,62;$7682,4
31/03/2021;Chile;Cybernova;Pequeñas y medianas empresas;545334,00;$468500
1/04/2021;México;NexTec;Consumidores finales;234634,62;$199200
2/04/2021;Uruguay;Cybernova;Pequeñas y medianas empresas;468072,00;$443250
3/04/2021;Perú;OmegaTech;Consumidores finales;608581,73;$506340
5/04/2021;Uruguay;NexTec;Consumidores finales;8236,04;$5150
5/04/2021;Perú;OmegaTech;Sector público;15056,72;$11690
6/04/2021;Chile;NeuroNet;Sector público;20148,00;$10074
6/04/2021;Uruguay;NeuroNet;Pequeñas y medianas empresas;708439,50;$608625
6/04/2021;Chile;Cybernova;Pequeñas y medianas empresas;1254535,92;$1136355
7/04/2021;Perú;NexTec;Consumidores finales;30484,62;$13210
7/04/2021;Perú;Innovatech;Pequeñas y medianas empresas;582048,00;$505250
8/04/2021;Perú;NeuroNet;Sector público;15056,72;$11690
10/04/2021;México;Cybernova;Sector público;72600,31;$54586,7
11/04/2021;Perú;OmegaTech;Consumidores finales;2629073,08;$2187388,8
11/04/2021;Perú;Cybernova;Sector público;13294,82;$9790
11/04/2021;Chile;NeuroNet;Pequeñas y medianas empresas;223996,50;$205125
13/04/2021;México;NexTec;Consumidores finales;157569,23;$136560
13/04/2021;Chile;NexTec;Sector público;11263,84;$9040
14/04/2021;Chile;Cybernova;Instituciones educativas;34983,45;$27438
14/04/2021;Perú;NeuroNet;Sector público;1907193,12;$1539969,6
14/04/2021;México;OmegaTech;Pequeñas y medianas empresas;139230,00;$136500
15/04/2021;México;Innovatech;Grandes clientes;18972,00;$16740
16/04/2021;Chile;NexTec;Instituciones educativas;110613,94;$81035,85
16/04/2021;Argentina;Innovatech;Consumidores finales;505541,12;$424858,8
16/04/2021;Chile;Cybernova;Sector público;14497,56;$10460
16/04/2021;Uruguay;Cybernova;Grandes clientes;18519,12;$15606
17/04/2021;Argentina;NeuroNet;Sector público;11312,75;$9079,25
17/04/2021;México;NeuroNet;Grandes clientes;4007,64;$3303
18/04/2021;Perú;Innovatech;Sector público;3408082,30;$2583386
18/04/2021;Uruguay;OmegaTech;Sector público;97503,25;$51317,5
19/04/2021;Argentina;NeuroNet;Sector público;1329836,76;$1062235,2
19/04/2021;México;NeuroNet;Pequeñas y medianas empresas;116640,00;$108000
19/04/2021;Argentina;NexTec;Pequeñas y medianas empresas;2565050,40;$2429025
20/04/2021;México;Cybernova;Grandes clientes;12802,20;$10107
20/04/2021;México;OmegaTech;Grandes clientes;3085,88;$2543,31
21/04/2021;México;Cybernova;Instituciones educativas;77952,63;$54703,6
21/04/2021;Argentina;Innovatech;Sector público;519027,11;$410173,4
22/04/2021;Uruguay;Cybernova;Consumidores finales;413723,08;$358560
23/04/2021;México;NeuroNet;Consumidores finales;357761,25;$303732
23/04/2021;Argentina;Innovatech;Sector público;46042,36;$25298
23/04/2021;México;OmegaTech;Sector público;145732,16;$121638,4
24/04/2021;Argentina;NeuroNet;Sector público;4539,00;$2670
24/04/2021;Argentina;NeuroNet;Sector público;57848,14;$44913,15
24/04/2021;Perú;Cybernova;Grandes clientes;28855,56;$22311
25/04/2021;Chile;NeuroNet;Sector público;1566432,00;$1292928
26/04/2021;Chile;Cybernova;Instituciones educativas;72251,09;$49150,4
26/04/2021;Perú;Cybernova;Sector público;1897343,00;$1499420
26/04/2021;Uruguay;NexTec;Grandes clientes;31731,48;$24039
27/04/2021;Chile;NexTec;Instituciones educativas;29364,66;$21996
27/04/2021;Uruguay;NexTec;Consumidores finales;489753,00;$420076,8
27/04/2021;México;Cybernova;Sector público;8139,60;$6840
27/04/2021;Argentina;Cybernova;Sector público;40063,11;$31104,9
30/04/2021;Chile;Cybernova;Sector público;13027,20;$7080
30/04/2021;Chile;NexTec;Pequeñas y medianas empresas;391716,00;$351000
1/05/2021;México;OmegaTech;Instituciones educativas;159990,01;$117208,8
1/05/2021;Uruguay;NexTec;Consumidores finales;324841,85;$314265,6
1/05/2021;Argentina;NexTec;Sector público;237218,80;$179816
2/05/2021;Uruguay;OmegaTech;Grandes clientes;12406,80;$9495
2/05/2021;Uruguay;Innovatech;Grandes clientes;12794,64;$10782
3/05/2021;Uruguay;Cybernova;Sector público;29785,58;$24454,5
3/05/2021;Argentina;NexTec;Grandes clientes;25692,00;$19269
3/05/2021;Argentina;NexTec;Grandes clientes;9322,80;$8226
4/05/2021;Perú;NeuroNet;Sector público;1017338,00;$771160
5/05/2021;Chile;NeuroNet;Instituciones educativas;20423,25;$15650
5/05/2021;Uruguay;OmegaTech;Sector público;29978,55;$16117,5
5/05/2021;Chile;Innovatech;Sector público;44629,82;$36225,5
7/05/2021;Uruguay;Cybernova;Sector público;6711,81;$5155
7/05/2021;Uruguay;Cybernova;Sector público;2964428,78;$2224391
11/05/2021;Uruguay;Cybernova;Consumidores finales;616673,08;$397020
11/05/2021;México;OmegaTech;Sector público;41942,54;$34836
13/05/2021;Uruguay;Cybernova;Consumidores finales;593681,97;$509220
14/05/2021;Chile;NexTec;Consumidores finales;384447,12;$319860
14/05/2021;Perú;NexTec;Sector público;35585,60;$19340
16/05/2021;Chile;Innovatech;Sector público;550663,47;$459622,8
17/05/2021;Argentina;Cybernova;Sector público;884205,00;$729820
17/05/2021;Uruguay;NexTec;Pequeñas y medianas empresas;313104,00;$296500
18/05/2021;Perú;Cybernova;Consumidores finales;387643,24;$329101,2
19/05/2021;México;OmegaTech;Consumidores finales;195360,58;$189000
20/05/2021;Perú;OmegaTech;Instituciones educativas;14981,25;$11750
21/05/2021;Chile;NeuroNet;Sector público;404176,50;$329940
21/05/2021;México;Cybernova;Pequeñas y medianas empresas;159570,00;$147750
21/05/2021;Perú;OmegaTech;Pequeñas y medianas empresas;985849,92;$855772,5
22/05/2021;Argentina;NexTec;Instituciones educativas;28623,00;$20300
23/05/2021;Uruguay;NexTec;Sector público;123124,56;$66196
25/05/2021;México;Innovatech;Instituciones educativas;5016,00;$3800
25/05/2021;Uruguay;Cybernova;Pequeñas y medianas empresas;267561,00;$239750
26/05/2021;Chile;OmegaTech;Sector público;1317498,68;$988599,3
26/05/2021;Argentina;Innovatech;Sector público;449458,24;$379412,8
26/05/2021;México;OmegaTech;Grandes clientes;22948,48;$18309,96
27/05/2021;Argentina;Cybernova;Consumidores finales;75158,65;$69480
27/05/2021;México;NeuroNet;Pequeñas y medianas empresas;1504140,00;$1424375
